0.001896,0.000045,0.000529,-0.000005,0.000059,-0.000003,1679942779.394579887.pcd
0.007460,-0.000004,-0.002677,-0.000012,-0.004105,-0.000005,1679942779.494652748.pcd
0.013024,-0.000053,-0.005884,-0.000019,-0.008270,-0.000008,1679942779.594738960.pcd
0.018588,-0.000103,-0.009090,-0.000026,-0.012434,-0.000010,1679942779.694824219.pcd
0.024152,-0.000152,-0.012296,-0.000033,-0.016598,-0.000012,1679942779.794911861.pcd
0.029716,-0.000201,-0.015503,-0.000039,-0.020763,-0.000015,1679942779.894997835.pcd
0.035280,-0.000250,-0.018709,-0.000046,-0.024927,-0.000017,1679942779.995075703.pcd
0.040844,-0.000300,-0.021915,-0.000053,-0.029092,-0.000019,1679942780.095171452.pcd
0.046408,-0.000349,-0.025122,-0.000060,-0.033256,-0.000022,1679942780.195250511.pcd
0.051972,-0.000398,-0.028328,-0.000067,-0.037420,-0.000024,1679942780.295345783.pcd
0.057536,-0.000447,-0.031534,-0.000074,-0.041585,-0.000026,1679942780.395426273.pcd
0.063100,-0.000497,-0.034741,-0.000081,-0.045749,-0.000029,1679942780.495509624.pcd
0.068664,-0.000546,-0.037947,-0.000088,-0.049913,-0.000031,1679942780.595589399.pcd
0.074228,-0.000595,-0.041153,-0.000095,-0.054078,-0.000033,1679942780.695680618.pcd
0.079792,-0.000644,-0.044360,-0.000101,-0.058242,-0.000036,1679942780.795762539.pcd
0.085356,-0.000694,-0.047566,-0.000108,-0.062407,-0.000038,1679942780.895853996.pcd
0.090920,-0.000743,-0.050772,-0.000115,-0.066571,-0.000040,1679942780.995928764.pcd
0.096483,-0.000792,-0.053979,-0.000122,-0.070735,-0.000043,1679942781.096002102.pcd
0.102047,-0.000841,-0.057185,-0.000129,-0.074900,-0.000045,1679942781.196108818.pcd
0.107611,-0.000891,-0.060392,-0.000136,-0.079064,-0.000047,1679942781.296169281.pcd
0.113175,-0.000940,-0.063598,-0.000143,-0.083229,-0.000050,1679942781.396272182.pcd
0.118739,-0.000989,-0.066804,-0.000150,-0.087393,-0.000052,1679942781.496359587.pcd
0.124303,-0.001038,-0.070011,-0.000157,-0.091557,-0.000054,1679942781.596430779.pcd
0.129867,-0.001088,-0.073217,-0.000163,-0.095722,-0.000057,1679942781.696509361.pcd
0.135431,-0.001137,-0.076423,-0.000170,-0.099886,-0.000059,1679942781.796596289.pcd
0.140995,-0.001186,-0.079630,-0.000177,-0.104050,-0.000061,1679942781.896680832.pcd
0.146559,-0.001235,-0.082836,-0.000184,-0.108215,-0.000064,1679942781.996778488.pcd
0.152123,-0.001285,-0.086042,-0.000191,-0.112379,-0.000066,1679942782.096856594.pcd
0.157687,-0.001334,-0.089249,-0.000198,-0.116543,-0.000068,1679942782.196941376.pcd
0.163251,-0.001383,-0.092455,-0.000205,-0.120708,-0.000071,1679942782.297020435.pcd
0.168815,-0.001432,-0.095661,-0.000212,-0.124872,-0.000073,1679942782.397104740.pcd
0.174379,-0.001482,-0.098868,-0.000219,-0.129037,-0.000075,1679942782.497184753.pcd
0.179943,-0.001531,-0.102074,-0.000226,-0.133201,-0.000077,1679942782.597267866.pcd
0.185507,-0.001580,-0.105280,-0.000232,-0.137365,-0.000080,1679942782.697366238.pcd
0.191071,-0.001629,-0.108487,-0.000239,-0.141530,-0.000082,1679942782.797457218.pcd
0.196635,-0.001679,-0.111693,-0.000246,-0.145694,-0.000084,1679942782.897521019.pcd
0.202199,-0.001728,-0.114899,-0.000253,-0.149859,-0.000087,1679942782.997612476.pcd
0.207763,-0.001777,-0.118106,-0.000260,-0.154023,-0.000089,1679942783.097697258.pcd
0.213327,-0.001826,-0.121312,-0.000267,-0.158187,-0.000091,1679942783.197783709.pcd
0.218891,-0.001876,-0.124518,-0.000274,-0.162352,-0.000094,1679942783.297870159.pcd
0.224455,-0.001925,-0.127725,-0.000281,-0.166516,-0.000096,1679942783.397949219.pcd
0.230019,-0.001974,-0.130931,-0.000288,-0.170680,-0.000098,1679942783.498044014.pcd
0.235583,-0.002024,-0.134137,-0.000294,-0.174845,-0.000101,1679942783.598113537.pcd
0.241147,-0.002073,-0.137344,-0.000301,-0.179009,-0.000103,1679942783.698202372.pcd
0.246711,-0.002122,-0.140550,-0.000308,-0.183174,-0.000105,1679942783.798317909.pcd
0.252275,-0.002171,-0.143756,-0.000315,-0.187338,-0.000108,1679942783.898380756.pcd
0.257839,-0.002220,-0.146963,-0.000322,-0.191502,-0.000110,1679942783.998461246.pcd
0.263403,-0.002270,-0.150169,-0.000329,-0.195667,-0.000112,1679942784.098538399.pcd
0.268966,-0.002319,-0.153375,-0.000336,-0.199831,-0.000115,1679942784.198637486.pcd
0.274530,-0.002368,-0.156582,-0.000343,-0.203995,-0.000117,1679942784.298712015.pcd
0.280094,-0.002417,-0.159788,-0.000350,-0.208160,-0.000119,1679942784.398794174.pcd
0.285658,-0.002467,-0.162995,-0.000356,-0.212324,-0.000122,1679942784.498878241.pcd
0.291222,-0.002516,-0.166201,-0.000363,-0.216489,-0.000124,1679942784.599014282.pcd
0.296786,-0.002565,-0.169407,-0.000370,-0.220653,-0.000126,1679942784.699059486.pcd
0.302350,-0.002615,-0.172614,-0.000377,-0.224817,-0.000129,1679942784.799145699.pcd
0.307914,-0.002664,-0.175820,-0.000384,-0.228982,-0.000131,1679942784.899216413.pcd
0.313478,-0.002713,-0.179026,-0.000391,-0.233146,-0.000133,1679942784.999300003.pcd
0.319042,-0.002762,-0.182233,-0.000398,-0.237310,-0.000136,1679942785.099401474.pcd
0.324606,-0.002812,-0.185439,-0.000405,-0.241475,-0.000138,1679942785.199475288.pcd
0.330170,-0.002861,-0.188645,-0.000412,-0.245639,-0.000140,1679942785.299556732.pcd
0.335734,-0.002910,-0.191852,-0.000418,-0.249804,-0.000143,1679942785.399652481.pcd
0.341298,-0.002959,-0.195058,-0.000425,-0.253968,-0.000145,1679942785.499727726.pcd
0.346862,-0.003008,-0.198264,-0.000432,-0.258132,-0.000147,1679942785.599818230.pcd
0.352426,-0.003058,-0.201471,-0.000439,-0.262297,-0.000150,1679942785.699905396.pcd
0.357990,-0.003107,-0.204677,-0.000446,-0.266461,-0.000152,1679942785.799983263.pcd
0.366163,-0.001580,-0.155200,-0.000335,-0.302380,-0.000071,1679942785.900090456.pcd
0.374337,-0.000052,-0.105722,-0.000224,-0.338300,0.000011,1679942786.000158310.pcd
0.382510,0.001475,-0.056245,-0.000114,-0.374220,0.000092,1679942786.100247383.pcd
0.390684,0.003003,-0.006767,-0.000003,-0.410139,0.000174,1679942786.200313568.pcd
0.398857,0.004530,0.042710,0.000108,-0.446059,0.000255,1679942786.300416946.pcd
0.407031,0.006058,0.092187,0.000218,-0.481978,0.000337,1679942786.400480747.pcd
0.415204,0.007586,0.141665,0.000329,-0.517898,0.000419,1679942786.500571728.pcd
0.423378,0.009113,0.191142,0.000440,-0.553817,0.000500,1679942786.600655079.pcd
0.460622,0.009528,0.219659,0.000460,-0.545766,0.000445,1679942786.700760365.pcd
0.497865,0.009944,0.248176,0.000480,-0.537715,0.000389,1679942786.800817013.pcd
0.535109,0.010359,0.276694,0.000500,-0.529664,0.000334,1679942786.900903225.pcd
0.572353,0.010774,0.305211,0.000521,-0.521613,0.000278,1679942787.000996828.pcd
0.609597,0.011190,0.333728,0.000541,-0.513563,0.000222,1679942787.101075649.pcd
0.646841,0.011605,0.362245,0.000561,-0.505512,0.000167,1679942787.201155663.pcd
0.684084,0.012021,0.390763,0.000581,-0.497461,0.000111,1679942787.301251888.pcd
0.721328,0.012436,0.419280,0.000601,-0.489410,0.000056,1679942787.401335239.pcd
0.786954,0.012570,0.473128,0.000294,-0.484321,0.000149,1679942787.501428366.pcd
0.852580,0.012705,0.526976,-0.000014,-0.479233,0.000242,1679942787.601494551.pcd
0.918206,0.012840,0.580824,-0.000321,-0.474144,0.000335,1679942787.701580048.pcd
0.983832,0.012974,0.634672,-0.000628,-0.469055,0.000428,1679942787.801671505.pcd
1.053331,0.022743,0.679891,-0.000730,-0.463332,0.000798,1679942787.901743412.pcd
1.122831,0.032512,0.725110,-0.000832,-0.457608,0.001168,1679942788.001845837.pcd
1.192330,0.042281,0.770330,-0.000935,-0.451885,0.001538,1679942788.101921320.pcd
1.261829,0.052050,0.815549,-0.001037,-0.446162,0.001908,1679942788.202008247.pcd
1.306702,0.050831,0.846675,-0.001114,-0.447480,0.001861,1679942788.302091122.pcd
1.351574,0.049613,0.877800,-0.001190,-0.448799,0.001814,1679942788.402178049.pcd
1.396447,0.048394,0.908926,-0.001267,-0.450117,0.001767,1679942788.502265930.pcd
1.441319,0.047175,0.940052,-0.001344,-0.451435,0.001721,1679942788.602343082.pcd
1.486191,0.045957,0.971177,-0.001420,-0.452754,0.001674,1679942788.702440739.pcd
1.531064,0.044738,1.002303,-0.001497,-0.454072,0.001627,1679942788.802525520.pcd
1.572497,0.048157,1.035444,-0.001407,-0.467210,0.001599,1679942788.902611732.pcd
1.613930,0.051576,1.068584,-0.001318,-0.480348,0.001571,1679942789.002679825.pcd
1.655363,0.054995,1.101725,-0.001228,-0.493486,0.001544,1679942789.102782726.pcd
1.696796,0.058414,1.134866,-0.001138,-0.506625,0.001516,1679942789.202859879.pcd
1.738229,0.061833,1.168006,-0.001049,-0.519763,0.001488,1679942789.302933455.pcd
1.779662,0.065252,1.201147,-0.000959,-0.532901,0.001460,1679942789.403024197.pcd
1.805755,0.064557,1.212956,-0.000783,-0.589274,0.001442,1679942789.503107071.pcd
1.831848,0.063863,1.224765,-0.000607,-0.645648,0.001425,1679942789.603197098.pcd
1.857942,0.063168,1.236575,-0.000430,-0.702021,0.001407,1679942789.703276634.pcd
1.884035,0.062474,1.248384,-0.000254,-0.758394,0.001389,1679942789.803359032.pcd
1.910128,0.061779,1.260193,-0.000078,-0.814768,0.001372,1679942789.903463602.pcd
1.936221,0.061085,1.272002,0.000098,-0.871141,0.001354,1679942790.003534317.pcd
1.962314,0.060390,1.283811,0.000274,-0.927515,0.001336,1679942790.103625536.pcd
1.988408,0.059695,1.295621,0.000451,-0.983888,0.001319,1679942790.203699112.pcd
2.014501,0.059001,1.307430,0.000627,-1.040261,0.001301,1679942790.303777218.pcd
2.040594,0.058306,1.319239,0.000803,-1.096635,0.001283,1679942790.403874874.pcd
2.066687,0.057612,1.331048,0.000979,-1.153008,0.001265,1679942790.503994226.pcd
2.092780,0.056917,1.342857,0.001155,-1.209381,0.001248,1679942790.604037046.pcd
